conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1.93085E+18,Fri Jun 06 06:47:09 +0000 2025,0,@bigground_ent Siap bantu tiketnya pakai datamu sendiri jadi aman ,1.93088E+18,,bigground_ent,in,,0,0,0,https://x.com/undefined/status/1930879114212462868,1.68897E+18,
1.93088E+18,Fri Jun 06 06:39:17 +0000 2025,0,WTS ⭕️BlackPink concert ticket for sale Bangkok/Kaohsiung/Singapore/Jakarta/Hongkong/Bragan dm more #BLACKPINK #블랙핑크 #JISOO #LISA #JENNIE #ROSÉ,1.93088E+18,,,in,,0,0,0,https://x.com/undefined/status/1930877135138512914,1.78182E+18,
1.93014E+18,Fri Jun 06 06:38:22 +0000 2025,0,@Rovsie @BLACKPINK bener every little things matter.. ‍↕️ kemarin aku sampai kebawa mimpi sih kakak habis itu pas bangun cengengesan sendiri karena berhasil masuk sini! &gt;____&lt; kalau aku istirahatnya prefer rebahan sambil diving sih apa cuma ak,1.93088E+18,,Rovsie,in,,0,0,0,https://x.com/undefined/status/1930876904837669331,1.58748E+18,
1.93088E+18,Fri Jun 06 06:36:37 +0000 2025,0,sedih banget lah anjuy ga bisa nonton blackpink lagi........,1.93088E+18,,,in,,0,0,0,https://x.com/undefined/status/1930876461956935884,1.4468E+18,
1.93088E+18,Fri Jun 06 06:34:54 +0000 2025,0,Result pasaran hari ini MYANMAR JUMAT - 06 JUNI - 2025 Angka Result : 3240 ShIo : Harimau Kami ucapkan selamat kepada para pemenang yang beruntung!! SALAM JACKPOT #Platinumtogel #BandarTogelTerpercaya #Audinna #BLACKPINK #Angkatogeljitu,1.93088E+18,,,in,,0,0,0,https://x.com/undefined/status/1930876033034809439,1.1281E+18,
1.93087E+18,Fri Jun 06 06:30:27 +0000 2025,0,Hai guys yg masih cari jasa eyemakeup untuk konser BTOB yuk bisa DM aku. Start from 60k Atau bisa regist sekarang https://t.co/3AZT0Tagrw #BTOB #비투비 #MELympic_IN_JKT #321GO_MELympic https://t.co/GBufw48FR6,1.93087E+18,https://pbs.twimg.com/media/GsvYfj9aMAAb4pb.jpg,,in,,0,0,0,https://x.com/undefined/status/1930874911318237615,1.8794E+18,
1.93086E+18,Fri Jun 06 05:19:41 +0000 2025,0,[help rt] wts pc blackpink boleh co oren nego aja gpp aku br cek klo pc ku msh ad trnyata aku udh pensi lama tag wts photocard blackpink https://t.co/tSP8j3FaMP,1.93086E+18,https://pbs.twimg.com/media/GsvISwAbgAAwGAh.jpg,,in,,1,2,0,https://x.com/undefined/status/1930857101074849799,1.41307E+18,
1.93086E+18,Fri Jun 06 05:18:43 +0000 2025,0,wishzen yang udah berpengalaman war &amp; mau nambah uang jajan untuk next konser wish bisa join jadi freelance tim war kita yaa!! feenya 50-250/tix berlaku kelipatan yang mau tanya tanya atau daftar boleh cek disini yaa,1.93086E+18,,,in,,0,0,0,https://x.com/undefined/status/1930856857318633553,1.19597E+18,
1.93086E+18,Fri Jun 06 05:17:47 +0000 2025,0,kok di bcis sih ya allah,1.93086E+18,,,in,,0,0,0,https://x.com/undefined/status/1930856623821762743,9.06313E+17,
1.93086E+18,Fri Jun 06 05:14:57 +0000 2025,1,OPEN RENT Sewa HP Samsung S23 Ultra! BLACKPINK KAION ALLOBANK G-Dragon D.O. Kyungsoo BAEKHYUN NCT DREAM Testimoni pinned! DM! #kyungsoo #AlloBankFestival2025 #GDRAGON #BAEKHYUN #TREASURE #Xodiac #ALLOBANK #BLACKPINK #BLACKPINK_DEADLINE,1.93086E+18,,,in,,0,0,0,https://x.com/undefined/status/1930855913184985300,1.44969E+18,
1.93086E+18,Fri Jun 06 05:11:50 +0000 2025,0,Ya Allah kenapa GD mahal banget sumpah . Pusing soalnya aku juga mau nonton Blackpink. ,1.93086E+18,,,in,,0,0,0,https://x.com/undefined/status/1930855128690819349,1.3036E+18,
1.93085E+18,Fri Jun 06 05:10:38 +0000 2025,0,@bigground_ent Wohooo yang mau dibantu war tiketnya pake data sendiri bisa cek disini yaaa guys 100% trusted yaaa!!,1.93085E+18,,bigground_ent,in,,0,0,0,https://x.com/undefined/status/1930854823039225873,1.19597E+18,
1.93085E+18,Fri Jun 06 05:09:44 +0000 2025,0,guyss kalian sadar ga sihh?? di MV nya enha ada lisa blackpink cepetan lihatt ,1.93085E+18,,,in,,0,0,0,https://x.com/undefined/status/1930854598782353829,1.41778E+18,
1.93085E+18,Fri Jun 06 05:08:03 +0000 2025,0,udah lama kaga liat jisung,1.93085E+18,,,in,,0,0,0,https://x.com/undefined/status/1930854175640006901,1.24174E+18,
1.93085E+18,Fri Jun 06 05:06:52 +0000 2025,0,h-6 sebelum war tiket blackpink deadline jakarta,1.93085E+18,,,in,,1,0,0,https://x.com/undefined/status/1930853875160068397,9.0138E+17,
1.93085E+18,Fri Jun 06 04:59:23 +0000 2025,1,comeback ga?! @BLACKPINK fansmu dah pada gila woii ,1.93085E+18,,,in,,0,0,0,https://x.com/undefined/status/1930851993981194708,3669256572,
1.93084E+18,Fri Jun 06 04:57:34 +0000 2025,0,@addlovepark Enggaa mana kerjaa lagi,1.93085E+18,,addlovepark,in,,0,1,0,https://x.com/undefined/status/1930851537045328095,1340895428,
1.93014E+18,Fri Jun 06 04:55:09 +0000 2025,0,@Rovsie @BLACKPINK tontonan dd jaman kecil sekarang dd udah gedean dikit jadi nontonnya mcountdown!! sebenernya aku lagi pelor karena capek latihan terus tau unn dari umur belia aja udah overworked gini justru pas gede aku mau banyak-banyakin istirahat da,1.93085E+18,,Rovsie,in,,0,0,0,https://x.com/undefined/status/1930850929546604693,3022794677,
1.93085E+18,Fri Jun 06 04:52:24 +0000 2025,0,Result pasaran hari ini CAMBODIA JUMAT - 06 JUNI - 2025 Angka Result : 0712 ShIo : Kuda Kami ucapkan selamat kepada para pemenang yang beruntung!! SALAM JACKPOT #Platinumtogel #BandarTogelTerpercaya #Audinna #BLACKPINK #Angkatogeljitu,1.93085E+18,,,in,,0,0,0,https://x.com/undefined/status/1930850235502510441,1.1281E+18,
